Portfolio Name,Category,Set,Name,Card Number,Rarity,Variance,Grade,Card Condition,Purchase Price,Quantity,Market Price,Watchlist,Date Added,Franchise,Image URL,Owned,Source,Profit/Loss (USD),Profit/Loss (%)
Album,Pokemon,Fusion Strike,Simisear ,038/264,Uncommon,Normal,Ungraded,Near Mint,0.0,1,0.08,False,2025-05-16,Unknown,,Yes,Collectr,0.08,0.0
Album,Pokemon,Fusion Strike,Voltorb ,087/264,Common,Normal,Ungraded,Near Mint,0.0,1,0.1,False,2025-05-16,Unknown,,Yes,Collectr,0.1,0.0
Album,Pokemon,Future Flash,Toedscool (JP),006/066,Common,Normal,Ungraded,Near Mint,0.0,1,2.0,False,2025-05-16,Unknown,,Yes,Collectr,2.0,0.0
Album,Pokemon,Gym Heroes,Erika's Maids ,109,Uncommon,Unlimited,Ungraded,Near Mint,0.0,1,1.48,False,2025-05-16,Unknown,,Yes,Collectr,1.48,0.0
Album,Pokemon,Gym Heroes,Sabrina's Gaze ,125,Common,Unlimited,Ungraded,Near Mint,0.0,1,0.53,False,2025-05-16,Unknown,,Yes,Collectr,0.53,0.0
Album,Pokemon,Incandescent Arcana,Braixen (JP),069/068,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,7.1445,False,2025-04-28,Unknown,,Yes,Collectr,7.1445,0.0
Album,Pokemon,Incandescent Arcana,Gardevoir (JP),072/068,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.6453,False,2025-04-28,Unknown,,Yes,Collectr,4.6453,0.0
Album,Pokemon,Incandescent Arcana,Magearna V (JP),079/068,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.99,False,2025-04-28,Unknown,,Yes,Collectr,4.99,0.0
Album,Pokemon,Incandescent Arcana,Smeargle (JP),073/068,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,2.5578,False,2025-04-28,Unknown,,Yes,Collectr,2.5578,0.0
Album,Pokemon,Journey Together,Hop's Wooloo ,170/159,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,2,4.24,False,2025-04-28,Unknown,,Yes,Collectr,4.24,0.0
Album,Pokemon,Journey Together,Iono's Kilowattrel ,163/159,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,6.7,False,2025-04-28,Unknown,,Yes,Collectr,6.7,0.0
Album,Pokemon,Journey Together,Maractus ,160/159,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.49,False,2025-04-28,Unknown,,Yes,Collectr,3.49,0.0
Album,Pokemon,Jungle,Jigglypuff ,54,Common,Unlimited,Ungraded,Near Mint,0.0,1,0.41,False,2025-05-16,Unknown,,Yes,Collectr,0.41,0.0
Album,Pokemon,Lost Abyss,Lady (JP),114/100,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,35.0,False,2025-05-16,Unknown,,Yes,Collectr,35.0,0.0
Album,Pokemon,Lost Origin,Aerodactyl V ,092/196,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.63,False,2025-05-16,Unknown,,Yes,Collectr,0.63,0.0
Album,Pokemon,Lost Origin,Giratina VSTAR ,131/196,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.65,False,2025-05-16,Unknown,,Yes,Collectr,1.65,0.0
Album,Pokemon,Lost Origin,Pikachu ,052/196,Common,Normal,Ungraded,Near Mint,0.0,1,0.24,False,2025-05-16,Unknown,,Yes,Collectr,0.24,0.0
Album,Pokemon,Lost Origin,Radiant Gardevoir ,069/196,Radiant Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.67,False,2025-04-28,Unknown,,Yes,Collectr,0.67,0.0
Album,Pokemon,Lost Origin,Volo (Full Art) ,196/196,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,2.1,False,2025-04-28,Unknown,,Yes,Collectr,2.1,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Banette ,TG07/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.3,False,2025-05-16,Unknown,,Yes,Collectr,1.3,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Castform ,TG11/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.15,False,2025-04-28,Unknown,,Yes,Collectr,1.15,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Chandelure ,TG04/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.69,False,2025-04-28,Unknown,,Yes,Collectr,1.69,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Enamorus V ,TG18/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,8.76,False,2025-05-16,Unknown,,Yes,Collectr,8.76,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Parasect ,TG01/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.1,False,2025-05-16,Unknown,,Yes,Collectr,1.1,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Roserade ,TG02/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.57,False,2025-04-28,Unknown,,Yes,Collectr,1.57,0.0
Album,Pokemon,Lost Origin Trainer Gallery,Spiritomb ,TG09/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,2,1.25,False,2025-05-16,Unknown,,Yes,Collectr,1.25,0.0
Album,Pokemon,McDonald's Promos 2022,Pikachu ,7/15,Promo,Holofoil,Ungraded,Near Mint,0.0,1,1.57,False,2025-05-16,Unknown,,Yes,Collectr,1.57,0.0
Album,Pokemon,McDonald's Promos 2024,Dragonite ,012/015,Promo,Holofoil,Ungraded,Near Mint,0.0,1,2.13,False,2025-05-16,Unknown,,Yes,Collectr,2.13,0.0
Album,Pokemon,McDonald's Promos 2024,Pikachu ,002/015,Promo,Holofoil,Ungraded,Near Mint,0.0,1,2.52,False,2025-05-16,Unknown,,Yes,Collectr,2.52,0.0
Album,Pokemon,Next Destinies,Jigglypuff ,78,Uncommon,Normal,Ungraded,Near Mint,0.0,1,0.56,False,2025-05-16,Unknown,,Yes,Collectr,0.56,0.0
Album,Pokemon,Obsidian Flames,Bellibolt  ,201/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.45,False,2025-04-28,Unknown,,Yes,Collectr,3.45,0.0
Album,Pokemon,Obsidian Flames,Geeta  ,218/197,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.18,False,2025-05-16,Unknown,,Yes,Collectr,1.18,0.0
Album,Pokemon,Obsidian Flames,Houndour  ,204/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,6.43,False,2025-05-16,Unknown,,Yes,Collectr,6.43,0.0
Album,Pokemon,Obsidian Flames,Ninetales ,199/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,18.23,False,2025-05-16,Unknown,,Yes,Collectr,18.23,0.0
Album,Pokemon,Obsidian Flames,Ortega  ,219/197,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.92,False,2025-05-16,Unknown,,Yes,Collectr,0.92,0.0
Album,Pokemon,Obsidian Flames,Tyranitar ex ,066/197,Double Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.7,False,2025-05-16,Unknown,,Yes,Collectr,0.7,0.0
Album,Pokemon,Paldea Evolved,Boss's Orders - 248/193 ,248/193,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,8.89,False,2025-05-16,Unknown,,Yes,Collectr,8.89,0.0
Album,Pokemon,Paldea Evolved,Sandygast - 214/193 ,214/193,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,7.09,False,2025-05-16,Unknown,,Yes,Collectr,7.09,0.0
Album,Pokemon,Paldean Fates,Jigglypuff ,198/091,Shiny Rare,Holofoil,Ungraded,Near Mint,0.0,1,5.82,False,2025-05-16,Unknown,,Yes,Collectr,5.82,0.0
Album,Pokemon,Paldean Fates,Nemona  ,229/091,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.78,False,2025-05-16,Unknown,,Yes,Collectr,0.78,0.0
Album,Pokemon,Paldean Fates,Paldean Student  ,230/091,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.61,False,2025-04-28,Unknown,,Yes,Collectr,0.61,0.0
Album,Pokemon,Paldean Fates,Pikachu  ,018/091,Common,Normal,Ungraded,Near Mint,0.0,1,0.07,False,2025-05-16,Unknown,,Yes,Collectr,0.07,0.0
Album,Pokemon,Paradise Dragona,Braviary (JP),076/064,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,2.6369,False,2025-04-28,Unknown,,Yes,Collectr,2.6369,0.0
Album,Pokemon,Paradox Rift,Crustle - 183/182 ,183/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.92,False,2025-04-28,Unknown,,Yes,Collectr,3.92,0.0
Album,Pokemon,Paradox Rift,Iron Jugulis - 216/182 ,216/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,6.81,False,2025-04-28,Unknown,,Yes,Collectr,6.81,0.0
Album,Pokemon,Paradox Rift,Mantyke - 189/182 ,189/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,13.32,False,2025-04-28,Unknown,,Yes,Collectr,13.32,0.0
Album,Pokemon,Paradox Rift,Minior - 201/182 ,201/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,14.09,False,2025-04-28,Unknown,,Yes,Collectr,14.09,0.0
Album,Pokemon,Paradox Rift,Shauntal - 243/182 ,243/182,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,2.04,False,2025-05-16,Unknown,,Yes,Collectr,2.04,0.0
Album,Pokemon,Paradox Rift,Vanillish - 190/182 ,190/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,12.45,False,2025-04-28,Unknown,,Yes,Collectr,12.45,0.0
Album,Pokemon,Pokemon 151,Bill's Transfer (JP),199/165,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.392,False,2025-04-28,Unknown,,Yes,Collectr,3.392,0.0
Album,Pokemon,Pokemon 151,Caterpie (JP),172/165,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.861,False,2025-04-28,Unknown,,Yes,Collectr,3.861,0.0
Album,Pokemon,Pokemon 151,Dragonair (JP),182/165,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,6.8959,False,2025-04-28,Unknown,,Yes,Collectr,6.8959,0.0
Album,Pokemon,Pokemon 151,Gengar (JP),094/165,Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.19,False,2025-05-16,Unknown,,Yes,Collectr,4.19,0.0
Album,Pokemon,Pokemon 151,Ivysaur (JP),167/165,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,8.1728,False,2025-04-28,Unknown,,Yes,Collectr,8.1728,0.0
Album,Pokemon,Pokemon 151,Machoke (JP),177/165,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.5218,False,2025-05-16,Unknown,,Yes,Collectr,3.5218,0.0
Album,Pokemon,Pokemon 151,Nidoking (JP),174/165,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.5612,False,2025-04-28,Unknown,,Yes,Collectr,4.5612,0.0
Album,Pokemon,Pokemon 151,Snorlax (JP),181/165,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,6.7176,False,2025-04-28,Unknown,,Yes,Collectr,6.7176,0.0
Album,Pokemon,Pokemon Go,Blastoise ,017/078,Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.73,False,2025-05-16,Unknown,,Yes,Collectr,0.73,0.0
Album,Pokemon,Pokemon Go,Pikachu ,028/078,Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.39,False,2025-05-16,Unknown,,Yes,Collectr,0.39,0.0
Album,Pokemon,Pokemon Go,Pikachu (27) ,027/078,Common,Normal,Ungraded,Near Mint,0.0,1,0.12,False,2025-05-16,Unknown,,Yes,Collectr,0.12,0.0
Album,Pokemon,Pokemon Go,Venusaur ,003/078,Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.74,False,2025-05-16,Unknown,,Yes,Collectr,0.74,0.0
Album,Pokemon,Prismatic Evolutions,Amarys ,132/131,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.68,False,2025-05-16,Unknown,,Yes,Collectr,0.68,0.0
Album,Pokemon,Prismatic Evolutions,Mela ,140/131,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,1.32,False,2025-05-16,Unknown,,Yes,Collectr,1.32,0.0
Album,Pokemon,Prismatic Evolutions,Raifort ,142/131,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.87,False,2025-05-16,Unknown,,Yes,Collectr,0.87,0.0
Album,Pokemon,Prismatic Evolutions,Tyme ,143/131,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,0.56,False,2025-05-16,Unknown,,Yes,Collectr,0.56,0.0
Album,Pokemon,Ruler of the Black Flame,Cleffa (JP),113/108,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,7.9215,False,2025-04-28,Unknown,,Yes,Collectr,7.9215,0.0
Album,Pokemon,Ruler of the Black Flame,Gloom (JP),109/108,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.5057,False,2025-04-28,Unknown,,Yes,Collectr,4.5057,0.0
Album,Pokemon,Ruler of the Black Flame,Houndour (JP),115/108,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.3537,False,2025-04-28,Unknown,,Yes,Collectr,4.3537,0.0
Album,Pokemon,Ruler of the Black Flame,Pidgey (JP),118/108,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,5.7728,False,2025-04-28,Unknown,,Yes,Collectr,5.7728,0.0
Album,Pokemon,Ruler of the Black Flame,Scizor (JP),116/108,Art Rare,Holofoil,Ungraded,Near Mint,0.0,1,5.2673,False,2025-04-28,Unknown,,Yes,Collectr,5.2673,0.0
Album,Pokemon,Scarlet ex,Riolu (JP),086/078,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,8.4309,False,2025-04-28,Unknown,,Yes,Collectr,8.4309,0.0
Album,Pokemon,Scarlet & Violet Base Set,Bombirdier  ,219/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.13,False,2025-04-28,Unknown,,Yes,Collectr,3.13,0.0
Album,Pokemon,Scarlet & Violet Base Set,Dondozo ,207/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,7.51,False,2025-04-28,Unknown,,Yes,Collectr,7.51,0.0
Album,Pokemon,Scarlet & Violet Base Set,Mabosstiff  ,218/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,2,4.9,False,2025-04-28,Unknown,,Yes,Collectr,4.9,0.0
Album,Pokemon,Scarlet & Violet Base Set,Professor's Research (Professor Sada) ,240/198,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0,1,5.51,False,2025-05-16,Unknown,,Yes,Collectr,5.51,0.0
Album,Pokemon,Scarlet & Violet Base Set,Sandile  ,216/198,Secret Rare,Holofoil,Ungraded,Near Mint,0.0,1,4.11,False,2025-04-28,Unknown,,Yes,Collectr,4.11,0.0
Album,Pokemon,Scarlet & Violet Base Set,Scovillain  ,202/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.97,False,2025-04-28,Unknown,,Yes,Collectr,3.97,0.0
Album,Pokemon,Scarlet & Violet Base Set,Skwovet  ,222/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,3.44,False,2025-04-28,Unknown,,Yes,Collectr,3.44,0.0
Album,Pokemon,Scarlet & Violet Base Set,Starly  ,221/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0,1,5.59,False,2025-04-28,Unknown,,Yes,Collectr,5.59,0.0
Album,Pokemon,Scarlet & Violet Promo,Charizard ex - 161 ,161,Promo,Holofoil,Ungraded,Near Mint,0.0,1,2.84,False,2025-05-16,Unknown,,Yes,Collectr,2.84,0.0
Album,Pokemon,Scarlet & Violet Promo,Flareon - 167 ,167,Promo,Holofoil,Ungraded,Near Mint,0.0,1,0.46,False,2025-05-16,Unknown,,Yes,Collectr,0.46,0.0
Album,Pokemon,Scarlet & Violet Promo,Jolteon - 169 ,169,Promo,Holofoil,Ungraded,Near Mint,0.0,1,0.44,False,2025-05-16,Unknown,,Yes,Collectr,0.44,0.0
Album,Pokemon,Scarlet & Violet Promo,Mimikyu - 075 ,075,Promo,Holofoil,Ungraded,Near Mint,0.0,1,4.01,False,2025-04-28,Unknown,,Yes,Collectr,4.01,0.0
Album,Pokemon,Scarlet & Violet Promo,Vaporeon - 168 ,168,Promo,Holofoil,Ungraded,Near Mint,0.0,1,0.42,False,2025-05-16,Unknown,,Yes,Collectr,0.42,0.0
Album,Pokemon,Scarlet & Violet Promo JP,Glaceon (Yu Nagaba) ,069/SV-P,Promo,Reverse Holofoil,Ungraded,Near Mint,0.0,1,42.98,False,2025-05-16,Unknown,,Yes,Collectr,42.98,0.0
